Product URL,Feature,Value
https://www.weg.net/catalog/weg/BR/en/Digital-Solutions-and-Smart-Grid/Asset-Management/WEG-Transformer-Fleet-Management/WEG-Transformer-Fleet-Management/p/80002909,Subscription time,1 year
https://www.weg.net/catalog/weg/BR/en/Digital-Solutions-and-Smart-Grid/Asset-Management/WEG-Transformer-Fleet-Management/WEG-Transformer-Fleet-Management/p/80002909,Payloads,Unlimited
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Diluent/Resin-Diluent/LACKTHERM-1105-RESIN-DILUENT/p/DILUENTE_RESINA_LACKTHERM_1105,PAINT PRODUCTS LINE,Impregnation Resin
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Diluent/Resin-Diluent/LACKTHERM-1105-RESIN-DILUENT/p/DILUENTE_RESINA_LACKTHERM_1105,Function,Resin Diluent
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Diluent/Resin-Diluent/LACKTHERM-1105-RESIN-DILUENT/p/DILUENTE_RESINA_LACKTHERM_1105,Evaporation,Medium
https://www.weg.net/catalog/weg/BR/en/Digital-Solutions-and-Smart-Grid/IoT-Edge-Platform-%28SCADA%29/WEGnology-Edge-Suite/WEGnology-Edge-Suite/p/80002846,Type,Software WES Runtime Only (Hot-Standby)
https://www.weg.net/catalog/weg/BR/en/Digital-Solutions-and-Smart-Grid/IoT-Edge-Platform-%28SCADA%29/WEGnology-Edge-Suite/WEGnology-Edge-Suite/p/80002846,Number of points,Unlimited points
https://www.weg.net/catalog/weg/BR/en/Digital-Solutions-and-Smart-Grid/IoT-Edge-Platform-%28SCADA%29/WEGnology-Edge-Suite/WEGnology-Edge-Suite/p/80002840,Type,WES Engineering and Runtime Software
https://www.weg.net/catalog/weg/BR/en/Digital-Solutions-and-Smart-Grid/IoT-Edge-Platform-%28SCADA%29/WEGnology-Edge-Suite/WEGnology-Edge-Suite/p/80002840,Number of points,Unlimited points
https://www.weg.net/catalog/weg/BR/en/Digital-Solutions-and-Smart-Grid/IoT-Edge-Platform-%28SCADA%29/WEGnology-Edge-Suite/WEGnology-Edge-Suite/p/80002839,Type,WES Engineering and Runtime Software (Hot-Standby)
https://www.weg.net/catalog/weg/BR/en/Digital-Solutions-and-Smart-Grid/IoT-Edge-Platform-%28SCADA%29/WEGnology-Edge-Suite/WEGnology-Edge-Suite/p/80002839,Number of points,Unlimited points
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Powder-Coating/Low-Bake/POLITHERM-62-W-ECO/p/POLITHERM62WECO,Family,Politherm 62 W-Eco
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Powder-Coating/Low-Bake/POLITHERM-62-W-ECO/p/POLITHERM62WECO,PAINT PRODUCTS LINE,Hybrid
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Powder-Coating/Low-Bake/POLITHERM-62-W-ECO/p/POLITHERM62WECO,PAINT VERSION,Heavy Metals Free (W-Eco)
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Powder-Coating/Low-Bake/POLITHERM-62-W-ECO/p/POLITHERM62WECO,Cura,Low
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Automotive-Refinishing-and-Fleet/UHT-Line/CLEARCOAT-UHT-W-50/p/15577041,PACKAGING,Round Can
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Automotive-Refinishing-and-Fleet/UHT-Line/CLEARCOAT-UHT-W-50/p/15577041,PAINT PRODUCTS LINE,Catalyst
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Automotive-Refinishing-and-Fleet/UHT-Line/CLEARCOAT-UHT-W-50/p/15577043,PACKAGING,Round Can
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Automotive-Refinishing-and-Fleet/UHT-Line/CLEARCOAT-UHT-W-50/p/15577043,PAINT PRODUCTS LINE,Catalyst
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Automotive-Refinishing-and-Fleet/UHT-Line/CLEARCOAT-UHT-W-50/p/15338352,PAINT COMMERCIAL COLOR,MATTE
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Automotive-Refinishing-and-Fleet/UHT-Line/CLEARCOAT-UHT-W-50/p/15338352,Color scale,0
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Automotive-Refinishing-and-Fleet/UHT-Line/CLEARCOAT-UHT-W-50/p/15338352,PAINT FINISH,Smooth
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Automotive-Refinishing-and-Fleet/UHT-Line/CLEARCOAT-UHT-W-50/p/15338352,Shine,Matte
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Automotive-Refinishing-and-Fleet/UHT-Line/CLEARCOAT-UHT-W-50/p/15338352,PACKAGING,Round Can
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Automotive-Refinishing-and-Fleet/UHT-Line/CLEARCOAT-UHT-W-50/p/15338352,PAINT PRODUCTS LINE,Automotive Refinishing
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Automotive-Refinishing-and-Fleet/UHT-Line/CLEARCOAT-UHT-W-50/p/15338352,PAINT FUNCTION,Varnish
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Automotive-Refinishing-and-Fleet/UHT-Line/CLEARCOAT-UHT-W-50/p/15338352,RESIN SYSTEM,Acrylic
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Automotive-Refinishing-and-Fleet/UHT-Line/CLEARCOAT-UHT-W-50/p/15338352,SOLIDS VOLUME,37 ± 3% (ISO 3233 - 1998)
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Powder-Coating/Antimicrobial-Line---NOBAC/POLITHERM-30-NOBAC/p/POLITHERM30NOBAC,Family,Politherm 30 Nobac
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Powder-Coating/Antimicrobial-Line---NOBAC/POLITHERM-30-NOBAC/p/POLITHERM30NOBAC,PAINT PRODUCTS LINE,Hybrid
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Powder-Coating/Antimicrobial-Line---NOBAC/POLITHERM-30-NOBAC/p/POLITHERM30NOBAC,PAINT VERSION,antimicrobial
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Powder-Coating/Antimicrobial-Line---NOBAC/POLITHERM-30-NOBAC/p/POLITHERM30NOBAC,Cura,High
https://www.weg.net/catalog/weg/BR/en/Digital-Solutions-and-Smart-Grid/Energy-Management/WEG-Energy-Management-cloud/WEG-Energy-Management-cloud/p/80003171,Subscription time,1 year
https://www.weg.net/catalog/weg/BR/en/Digital-Solutions-and-Smart-Grid/Energy-Management/WEG-Energy-Management-cloud/WEG-Energy-Management-cloud/p/80003171,Payloads,Unlimited
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Diluent/Paint-Diluent/EPOXY-DILUENT-3003/p/DILUENTE_EPOXI_3003,PAINT PRODUCTS LINE,Epoxy
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Diluent/Paint-Diluent/EPOXY-DILUENT-3003/p/DILUENTE_EPOXI_3003,Function,Paint Diluent
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Diluent/Paint-Diluent/EPOXY-DILUENT-3003/p/DILUENTE_EPOXI_3003,Evaporation,Slow
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Diluent/Reducers-and-Auxiliaries-Refinishing/DILUENT-WEG-CLEAN-30/p/DILUENTE_WEG_CLEAN_30,PAINT PRODUCTS LINE,Universal
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Diluent/Reducers-and-Auxiliaries-Refinishing/DILUENT-WEG-CLEAN-30/p/DILUENTE_WEG_CLEAN_30,Function,Cleaning Solvent
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Diluent/Reducers-and-Auxiliaries-Refinishing/DILUENT-WEG-CLEAN-30/p/DILUENTE_WEG_CLEAN_30,Evaporation,Fast
https://www.weg.net/catalog/weg/BR/en/Safety%2C-Industrial-Sensors-and-Power-Supply/Limit-Switches/Cross-End-Switch-%28specific-application%29/c/BR_WDC_SFY_METALLIC_LIMIT_SWITCH_LSW_MCSC,Product family,LSW
https://www.weg.net/catalog/weg/BR/en/Safety%2C-Industrial-Sensors-and-Power-Supply/Limit-Switches/Cross-End-Switch-%28specific-application%29/c/BR_WDC_SFY_METALLIC_LIMIT_SWITCH_LSW_MCSC,Body material,Metal
https://www.weg.net/catalog/weg/BR/en/Safety%2C-Industrial-Sensors-and-Power-Supply/Limit-Switches/Cross-End-Switch-%28specific-application%29/c/BR_WDC_SFY_METALLIC_LIMIT_SWITCH_LSW_MCSC,Contact action,Continuous
https://www.weg.net/catalog/weg/BR/en/Safety%2C-Industrial-Sensors-and-Power-Supply/Limit-Switches/Cross-End-Switch-%28specific-application%29/c/BR_WDC_SFY_METALLIC_LIMIT_SWITCH_LSW_MCSC,Actuator type,Cross
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Powder-Coating/W-Eco/POLITHERM-66-W-ECO/p/POLITHERM66WECO,Family,Politherm 66 W-Eco
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Powder-Coating/W-Eco/POLITHERM-66-W-ECO/p/POLITHERM66WECO,PAINT PRODUCTS LINE,Polyester
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Powder-Coating/W-Eco/POLITHERM-66-W-ECO/p/POLITHERM66WECO,PAINT VERSION,Heavy Metals Free (W-Eco)
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Powder-Coating/W-Eco/POLITHERM-66-W-ECO/p/POLITHERM66WECO,Cura,High
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Diluent/Paint-Diluent/DILUENT-1007/p/DILUENTE_1007,PAINT PRODUCTS LINE,Alkyd
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Diluent/Paint-Diluent/DILUENT-1007/p/DILUENTE_1007,Function,Paint Diluent
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Diluent/Paint-Diluent/DILUENT-1007/p/DILUENTE_1007,Evaporation,Medium
https://www.weg.net/catalog/weg/BR/en/Digital-Solutions-and-Smart-Grid/IoT-Edge-Platform-%28SCADA%29/WEGnology-Edge-Suite/WEGnology-Edge-Suite/p/80002841,Type,WES Engineering and Runtime Software
https://www.weg.net/catalog/weg/BR/en/Digital-Solutions-and-Smart-Grid/IoT-Edge-Platform-%28SCADA%29/WEGnology-Edge-Suite/WEGnology-Edge-Suite/p/80002841,Number of points,15.000 points
https://www.weg.net/catalog/weg/BR/en/Digital-Solutions-and-Smart-Grid/Asset-Management/WEG-Transformer-Fleet-Management/WEG-Transformer-Fleet-Management/p/80002910,Subscription time,2 year
https://www.weg.net/catalog/weg/BR/en/Digital-Solutions-and-Smart-Grid/Asset-Management/WEG-Transformer-Fleet-Management/WEG-Transformer-Fleet-Management/p/80002910,Payloads,Unlimited
https://www.weg.net/catalog/weg/BR/en/Digital-Solutions-and-Smart-Grid/IoT-Edge-Platform-%28SCADA%29/WEGnology-Edge-Suite/WEGnology-Edge-Suite/p/80002843,Type,WES Engineering and Runtime Software
https://www.weg.net/catalog/weg/BR/en/Digital-Solutions-and-Smart-Grid/IoT-Edge-Platform-%28SCADA%29/WEGnology-Edge-Suite/WEGnology-Edge-Suite/p/80002843,Number of points,1.500 points
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Liquid-Coatings/Marine/Yacht/W-MARINE-PLUS-1200/p/W-MARINE_PLUS_1200,PAINT PRODUCTS LINE,Antifouling
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Liquid-Coatings/Marine/Yacht/W-MARINE-PLUS-1200/p/W-MARINE_PLUS_1200,PAINT FUNCTION,Finishing
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Liquid-Coatings/Marine/Yacht/W-MARINE-PLUS-1200/p/W-MARINE_PLUS_1200,RESIN SYSTEM,Colophonium
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Liquid-Coatings/Marine/Yacht/W-MARINE-PLUS-1200/p/W-MARINE_PLUS_1200,SOLIDS VOLUME,50 ± 2% (ISO 3233 - 1998)
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Automotive-Refinishing-and-Fleet/ST-Line/PRIMER-PL-W-18/p/18418831,PACKAGING,Round Can
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Automotive-Refinishing-and-Fleet/ST-Line/PRIMER-PL-W-18/p/18418831,PAINT PRODUCTS LINE,Catalyst
https://www.weg.net/catalog/weg/BR/en/Digital-Solutions-and-Smart-Grid/Legacy-Devices/Cassia-X1000/c/BR_WDC_EDGE_DEVICE_MOTOR_SCAN_GATEWAY,Smart code,Cassia X1000
https://www.weg.net/catalog/weg/BR/en/Digital-Solutions-and-Smart-Grid/Legacy-Devices/Cassia-X1000/c/BR_WDC_EDGE_DEVICE_MOTOR_SCAN_GATEWAY,Supply voltage,56 V
https://www.weg.net/catalog/weg/BR/en/Digital-Solutions-and-Smart-Grid/Legacy-Devices/Cassia-X1000/c/BR_WDC_EDGE_DEVICE_MOTOR_SCAN_GATEWAY,Real time clock (RTC),Yes
https://www.weg.net/catalog/weg/BR/en/Digital-Solutions-and-Smart-Grid/Legacy-Devices/Cassia-X1000/c/BR_WDC_EDGE_DEVICE_MOTOR_SCAN_GATEWAY,Bluetooth network,4.1 BLE
https://www.weg.net/catalog/weg/BR/en/Digital-Solutions-and-Smart-Grid/Legacy-Devices/Cassia-X1000/c/BR_WDC_EDGE_DEVICE_MOTOR_SCAN_GATEWAY,Wi-Fi network,802.11b/g/n
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Diluent/Paint-Diluent/EPOXY-DILUENT-3013/p/DILUENTE_EPOXI_3013,PAINT PRODUCTS LINE,Epoxy
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Diluent/Paint-Diluent/EPOXY-DILUENT-3013/p/DILUENTE_EPOXI_3013,Function,Paint Diluent
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Diluent/Paint-Diluent/EPOXY-DILUENT-3013/p/DILUENTE_EPOXI_3013,Evaporation,Slow
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Automotive-Refinishing-and-Fleet/UHT-Line/CLEARCOAT-UHT-W-50/p/12757170,Color scale,W
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Automotive-Refinishing-and-Fleet/UHT-Line/CLEARCOAT-UHT-W-50/p/12757170,PAINT FINISH,Smooth
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Automotive-Refinishing-and-Fleet/UHT-Line/CLEARCOAT-UHT-W-50/p/12757170,Shine,Bright
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Automotive-Refinishing-and-Fleet/UHT-Line/CLEARCOAT-UHT-W-50/p/12757170,PACKAGING,Round Can
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Automotive-Refinishing-and-Fleet/UHT-Line/CLEARCOAT-UHT-W-50/p/12757170,PAINT PRODUCTS LINE,Automotive Refinishing
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Automotive-Refinishing-and-Fleet/UHT-Line/CLEARCOAT-UHT-W-50/p/12757170,PAINT FUNCTION,Varnish
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Automotive-Refinishing-and-Fleet/UHT-Line/CLEARCOAT-UHT-W-50/p/12757170,RESIN SYSTEM,Acrylic
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Automotive-Refinishing-and-Fleet/UHT-Line/CLEARCOAT-UHT-W-50/p/12757170,SOLIDS VOLUME,54 ± 2% (ISO 3233 - 1998)
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Liquid-Coatings/Marine/Yacht/W-POXI-PRIMER-717-IATE/p/W-POXI_PRIMER_717_IATE,PAINT PRODUCTS LINE,Epoxy
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Liquid-Coatings/Marine/Yacht/W-POXI-PRIMER-717-IATE/p/W-POXI_PRIMER_717_IATE,PAINT FUNCTION,Primer
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Liquid-Coatings/Marine/Yacht/W-POXI-PRIMER-717-IATE/p/W-POXI_PRIMER_717_IATE,RESIN SYSTEM,Epoxy Amine
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Liquid-Coatings/Marine/Yacht/W-POXI-PRIMER-717-IATE/p/W-POXI_PRIMER_717_IATE,SOLIDS VOLUME,54 ± 2% (ISO 3233 - 1998)
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Diluent/Paint-Diluent/DILUENT-PU-5003/p/DILUENTE_PU_5003,PAINT PRODUCTS LINE,Polyurethane
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Diluent/Paint-Diluent/DILUENT-PU-5003/p/DILUENTE_PU_5003,Function,Paint Diluent
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Diluent/Paint-Diluent/DILUENT-PU-5003/p/DILUENTE_PU_5003,Evaporation,Medium
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Diluent/Paint-Diluent/DILUENT-PU-5008/p/DILUENTE_PU_5008,PAINT PRODUCTS LINE,Polyurethane
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Diluent/Paint-Diluent/DILUENT-PU-5008/p/DILUENTE_PU_5008,Function,Paint Diluent
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Diluent/Paint-Diluent/DILUENT-PU-5008/p/DILUENTE_PU_5008,Evaporation,Medium
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Liquid-Coatings/Marine/Yacht/W-CRIL-513-IATE/p/W-CRIL_513_IATE,PAINT PRODUCTS LINE,Polyurethane
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Liquid-Coatings/Marine/Yacht/W-CRIL-513-IATE/p/W-CRIL_513_IATE,PAINT FUNCTION,Finishing
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Liquid-Coatings/Marine/Yacht/W-CRIL-513-IATE/p/W-CRIL_513_IATE,RESIN SYSTEM,Aliphatic Acrylic
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Liquid-Coatings/Marine/Yacht/W-CRIL-513-IATE/p/W-CRIL_513_IATE,SOLIDS VOLUME,50 ± 2% (ISO 3233 - 1998)
https://www.weg.net/catalog/weg/BR/en/Digital-Solutions-and-Smart-Grid/IoT-Edge-Platform-%28SCADA%29/WEGnology-Edge-Suite/WEGnology-Edge-Suite/p/80002845,Type,WES Engineering and Runtime Software
https://www.weg.net/catalog/weg/BR/en/Digital-Solutions-and-Smart-Grid/IoT-Edge-Platform-%28SCADA%29/WEGnology-Edge-Suite/WEGnology-Edge-Suite/p/80002845,Number of points,150 points
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Liquid-Coatings/Industrial-Anticorrosive/W-FENOXI-HT/p/16481614,PAINT COLOR,Black
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Liquid-Coatings/Industrial-Anticorrosive/W-FENOXI-HT/p/16481614,PAINT COMMERCIAL COLOR,Black
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Liquid-Coatings/Industrial-Anticorrosive/W-FENOXI-HT/p/16481614,Color scale,RAL 9005
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Liquid-Coatings/Industrial-Anticorrosive/W-FENOXI-HT/p/16481614,PAINT FINISH,Smooth
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Liquid-Coatings/Industrial-Anticorrosive/W-FENOXI-HT/p/16481614,Shine,Half-Brightness
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Liquid-Coatings/Industrial-Anticorrosive/W-FENOXI-HT/p/16481614,PACKAGING,Metallic Gallon
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Liquid-Coatings/Industrial-Anticorrosive/W-FENOXI-HT/p/16481614,PAINT PRODUCTS LINE,Epoxy
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Liquid-Coatings/Industrial-Anticorrosive/W-FENOXI-HT/p/16481614,PAINT FUNCTION,Double Function
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Liquid-Coatings/Industrial-Anticorrosive/W-FENOXI-HT/p/16481614,RESIN SYSTEM,Epoxy Phenolic
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Liquid-Coatings/Industrial-Anticorrosive/W-FENOXI-HT/p/16481614,SOLIDS VOLUME,76 ± 2% (ISO 3233 - 1998)
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Powder-Coating/General-Use/POLITHERM-49-WF-TF/p/POLITHERM49WFTF,Family,Politherm 49 WF TF
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Powder-Coating/General-Use/POLITHERM-49-WF-TF/p/POLITHERM49WFTF,PAINT PRODUCTS LINE,Polyester
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Powder-Coating/General-Use/POLITHERM-49-WF-TF/p/POLITHERM49WFTF,PAINT VERSION,Polyester Architectural TGIC Free (WFTF)
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Powder-Coating/General-Use/POLITHERM-49-WF-TF/p/POLITHERM49WFTF,Cura,Standard
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Automotive-Refinishing-and-Fleet/ST-Line/PRIMER-PL-W-15/p/18415718,PAINT COLOR,Grey
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Automotive-Refinishing-and-Fleet/ST-Line/PRIMER-PL-W-15/p/18415718,PAINT COMMERCIAL COLOR,Grey
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Automotive-Refinishing-and-Fleet/ST-Line/PRIMER-PL-W-15/p/18415718,Color scale,0
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Automotive-Refinishing-and-Fleet/ST-Line/PRIMER-PL-W-15/p/18415718,PAINT FINISH,Smooth
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Automotive-Refinishing-and-Fleet/ST-Line/PRIMER-PL-W-15/p/18415718,Shine,Matte
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Automotive-Refinishing-and-Fleet/ST-Line/PRIMER-PL-W-15/p/18415718,PACKAGING,Round Can
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Automotive-Refinishing-and-Fleet/ST-Line/PRIMER-PL-W-15/p/18415718,PAINT PRODUCTS LINE,Automotive Refinishing
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Automotive-Refinishing-and-Fleet/ST-Line/PRIMER-PL-W-15/p/18415718,PAINT FUNCTION,Primer
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Automotive-Refinishing-and-Fleet/ST-Line/PRIMER-PL-W-15/p/18415718,RESIN SYSTEM,Modified Alkyd
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Automotive-Refinishing-and-Fleet/ST-Line/PRIMER-PL-W-15/p/18415718,SOLIDS VOLUME,47 ± 2% (ISO 3233 - 1998)
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Powder-Coating/Low-Bake/POLITHERM-32-NOBAC/p/POLITHERM32NOBAC,Family,Politherm 32 Nobac
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Powder-Coating/Low-Bake/POLITHERM-32-NOBAC/p/POLITHERM32NOBAC,PAINT PRODUCTS LINE,Hybrid
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Powder-Coating/Low-Bake/POLITHERM-32-NOBAC/p/POLITHERM32NOBAC,PAINT VERSION,antimicrobial
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Powder-Coating/Low-Bake/POLITHERM-32-NOBAC/p/POLITHERM32NOBAC,Cura,Low
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Impregnation-Varnishes/Electric-Motors/Complements/Motorbrake-or-Electromagnet-Encapsulation/LACKTHERM-1380/p/VERNIZ_IMPREGNACAO_LACKTHERM_1380,RESIN SYSTEM,Epoxy
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Impregnation-Varnishes/Electric-Motors/Complements/Motorbrake-or-Electromagnet-Encapsulation/LACKTHERM-1380/p/VERNIZ_IMPREGNACAO_LACKTHERM_1380,Color,Red
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Impregnation-Varnishes/Electric-Motors/Complements/Motorbrake-or-Electromagnet-Encapsulation/LACKTHERM-1380/p/VERNIZ_IMPREGNACAO_LACKTHERM_1380,Thermal Class,F - 155ºC
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Impregnation-Varnishes/Electric-Motors/Complements/Motorbrake-or-Electromagnet-Encapsulation/LACKTHERM-1380/p/VERNIZ_IMPREGNACAO_LACKTHERM_1380,PAINT COMPONENT,Component A
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Liquid-Coatings/Marine/Large-Scale-Vessels/W-TERM-HPD-364/p/W-TERM_HPD_364,PAINT PRODUCTS LINE,Epoxy
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Liquid-Coatings/Marine/Large-Scale-Vessels/W-TERM-HPD-364/p/W-TERM_HPD_364,PAINT FUNCTION,Double Function
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Liquid-Coatings/Marine/Large-Scale-Vessels/W-TERM-HPD-364/p/W-TERM_HPD_364,RESIN SYSTEM,Epoxy Phenolic
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Liquid-Coatings/Marine/Large-Scale-Vessels/W-TERM-HPD-364/p/W-TERM_HPD_364,SOLIDS VOLUME,72 ± 2% (ISO 3233 - 1998)
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Diluent/Paint-Diluent/DILUENT-1004/p/DILUENTE_1004,PAINT PRODUCTS LINE,Alkyd
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Diluent/Paint-Diluent/DILUENT-1004/p/DILUENTE_1004,Function,Paint Diluent
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Diluent/Paint-Diluent/DILUENT-1004/p/DILUENTE_1004,Evaporation,Fast
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Automotive-Refinishing-and-Fleet/ST-Line/PRIMER-ST-W-10/p/15599320,PAINT COLOR,Grey
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Automotive-Refinishing-and-Fleet/ST-Line/PRIMER-ST-W-10/p/15599320,PAINT COMMERCIAL COLOR,Grey
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Automotive-Refinishing-and-Fleet/ST-Line/PRIMER-ST-W-10/p/15599320,Color scale,0
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Automotive-Refinishing-and-Fleet/ST-Line/PRIMER-ST-W-10/p/15599320,PAINT FINISH,Smooth
https://www.weg.net/catalog/weg/BR/en/Coatings-and-Varnishes/Automotive-Refinishing-and-Fleet/ST-Line/PRIMER-ST-W-10/p/15599320,Shine,Matte
